Benchmark,greentm-stm-norec_th1,greentm-stm-norec_th2,greentm-stm-norec_th3,greentm-stm-norec_th4,greentm-stm-norec_th5,greentm-stm-norec_th6,greentm-stm-norec_th7,greentm-stm-norec_th8,greentm-stm-swisstm_th1,greentm-stm-swisstm_th2,greentm-stm-swisstm_th3,greentm-stm-swisstm_th4,greentm-stm-swisstm_th5,greentm-stm-swisstm_th6,greentm-stm-swisstm_th7,greentm-stm-swisstm_th8,greentm-stm-tinystm_th1,greentm-stm-tinystm_th2,greentm-stm-tinystm_th3,greentm-stm-tinystm_th4,greentm-stm-tinystm_th5,greentm-stm-tinystm_th6,greentm-stm-tinystm_th7,greentm-stm-tinystm_th8,greentm-stm-tl2_th1,greentm-stm-tl2_th2,greentm-stm-tl2_th3,greentm-stm-tl2_th4,greentm-stm-tl2_th5,greentm-stm-tl2_th6,greentm-stm-tl2_th7,greentm-stm-tl2_th8,greentm-htm-sgl-NO_RETRY-budget1_th1,greentm-htm-sgl-NO_RETRY-budget1_th2,greentm-htm-sgl-NO_RETRY-budget1_th3,greentm-htm-sgl-NO_RETRY-budget1_th4,greentm-htm-sgl-NO_RETRY-budget1_th5,greentm-htm-sgl-NO_RETRY-budget1_th6,greentm-htm-sgl-NO_RETRY-budget1_th7,greentm-htm-sgl-NO_RETRY-budget1_th8,greentm-htm-sgl-NO_RETRY-budget2_th1,greentm-htm-sgl-NO_RETRY-budget2_th2,greentm-htm-sgl-NO_RETRY-budget2_th3,greentm-htm-sgl-NO_RETRY-budget2_th4,greentm-htm-sgl-NO_RETRY-budget2_th5,greentm-htm-sgl-NO_RETRY-budget2_th6,greentm-htm-sgl-NO_RETRY-budget2_th7,greentm-htm-sgl-NO_RETRY-budget2_th8,greentm-htm-sgl-NO_RETRY-budget4_th1,greentm-htm-sgl-NO_RETRY-budget4_th2,greentm-htm-sgl-NO_RETRY-budget4_th3,greentm-htm-sgl-NO_RETRY-budget4_th4,greentm-htm-sgl-NO_RETRY-budget4_th5,greentm-htm-sgl-NO_RETRY-budget4_th6,greentm-htm-sgl-NO_RETRY-budget4_th7,greentm-htm-sgl-NO_RETRY-budget4_th8,greentm-htm-sgl-NO_RETRY-budget10_th1,greentm-htm-sgl-NO_RETRY-budget10_th2,greentm-htm-sgl-NO_RETRY-budget10_th3,greentm-htm-sgl-NO_RETRY-budget10_th4,greentm-htm-sgl-NO_RETRY-budget10_th5,greentm-htm-sgl-NO_RETRY-budget10_th6,greentm-htm-sgl-NO_RETRY-budget10_th7,greentm-htm-sgl-NO_RETRY-budget10_th8,greentm-htm-sgl-NO_RETRY-budget20_th1,greentm-htm-sgl-NO_RETRY-budget20_th2,greentm-htm-sgl-NO_RETRY-budget20_th3,greentm-htm-sgl-NO_RETRY-budget20_th4,greentm-htm-sgl-NO_RETRY-budget20_th5,greentm-htm-sgl-NO_RETRY-budget20_th6,greentm-htm-sgl-NO_RETRY-budget20_th7,greentm-htm-sgl-NO_RETRY-budget20_th8,greentm-htm-sgl-LINEAR-budget2_th1,greentm-htm-sgl-LINEAR-budget2_th2,greentm-htm-sgl-LINEAR-budget2_th3,greentm-htm-sgl-LINEAR-budget2_th4,greentm-htm-sgl-LINEAR-budget2_th5,greentm-htm-sgl-LINEAR-budget2_th6,greentm-htm-sgl-LINEAR-budget2_th7,greentm-htm-sgl-LINEAR-budget2_th8,greentm-htm-sgl-LINEAR-budget4_th1,greentm-htm-sgl-LINEAR-budget4_th2,greentm-htm-sgl-LINEAR-budget4_th3,greentm-htm-sgl-LINEAR-budget4_th4,greentm-htm-sgl-LINEAR-budget4_th5,greentm-htm-sgl-LINEAR-budget4_th6,greentm-htm-sgl-LINEAR-budget4_th7,greentm-htm-sgl-LINEAR-budget4_th8,greentm-htm-sgl-LINEAR-budget10_th1,greentm-htm-sgl-LINEAR-budget10_th2,greentm-htm-sgl-LINEAR-budget10_th3,greentm-htm-sgl-LINEAR-budget10_th4,greentm-htm-sgl-LINEAR-budget10_th5,greentm-htm-sgl-LINEAR-budget10_th6,greentm-htm-sgl-LINEAR-budget10_th7,greentm-htm-sgl-LINEAR-budget10_th8,greentm-htm-sgl-LINEAR-budget20_th1,greentm-htm-sgl-LINEAR-budget20_th2,greentm-htm-sgl-LINEAR-budget20_th3,greentm-htm-sgl-LINEAR-budget20_th4,greentm-htm-sgl-LINEAR-budget20_th5,greentm-htm-sgl-LINEAR-budget20_th6,greentm-htm-sgl-LINEAR-budget20_th7,greentm-htm-sgl-LINEAR-budget20_th8,greentm-htm-sgl-HALF-budget2_th1,greentm-htm-sgl-HALF-budget2_th2,greentm-htm-sgl-HALF-budget2_th3,greentm-htm-sgl-HALF-budget2_th4,greentm-htm-sgl-HALF-budget2_th5,greentm-htm-sgl-HALF-budget2_th6,greentm-htm-sgl-HALF-budget2_th7,greentm-htm-sgl-HALF-budget2_th8,greentm-htm-sgl-HALF-budget4_th1,greentm-htm-sgl-HALF-budget4_th2,greentm-htm-sgl-HALF-budget4_th3,greentm-htm-sgl-HALF-budget4_th4,greentm-htm-sgl-HALF-budget4_th5,greentm-htm-sgl-HALF-budget4_th6,greentm-htm-sgl-HALF-budget4_th7,greentm-htm-sgl-HALF-budget4_th8,greentm-htm-sgl-HALF-budget10_th1,greentm-htm-sgl-HALF-budget10_th2,greentm-htm-sgl-HALF-budget10_th3,greentm-htm-sgl-HALF-budget10_th4,greentm-htm-sgl-HALF-budget10_th5,greentm-htm-sgl-HALF-budget10_th6,greentm-htm-sgl-HALF-budget10_th7,greentm-htm-sgl-HALF-budget10_th8,greentm-htm-sgl-HALF-budget20_th1,greentm-htm-sgl-HALF-budget20_th2,greentm-htm-sgl-HALF-budget20_th3,greentm-htm-sgl-HALF-budget20_th4,greentm-htm-sgl-HALF-budget20_th5,greentm-htm-sgl-HALF-budget20_th6,greentm-htm-sgl-HALF-budget20_th7,greentm-htm-sgl-HALF-budget20_th8
genome_g65536_n1048576_s16,76.02391,153.09277,178.13016,190.51576,186.90988,188.06296,182.61673,179.79915,43.749474,87.39033,109.361336,131.7295,135.44917,141.41078,155.03447,165.40878,61.98294,128.68561,160.53038,176.67361,176.85556,182.91719,70.72937,46.482883,58.595028,80.07093,93.92931,99.2376,97.64704,95.33272,97.70349,98.78514,88.996895,187.27444,214.33784,222.64282,225.8928,231.77563,228.38673,227.66609,89.29152,188.92894,214.62885,223.73404,225.66339,229.6245,229.06773,228.34464,87.83317,185.82773,211.90747,222.71864,226.87471,230.41104,230.71884,226.4235,88.109085,188.96721,213.92711,223.68044,227.71393,229.78244,228.40942,229.26447,88.28858,187.03012,213.48444,223.07416,226.96733,230.37425,230.53308,229.1124,88.24128,188.74568,213.51503,222.71162,227.35228,229.3356,230.67422,229.10025,88.03839,189.00153,213.95892,223.63219,226.4443,229.51234,228.22652,228.2325,87.64431,186.40102,213.24002,221.99696,225.86504,231.45616,230.22737,228.34256,88.293144,188.2222,212.10461,223.9315,226.90279,230.87593,230.64784,229.0277,88.483665,186.774,211.18224,223.83401,227.54413,230.31084,227.92497,229.01851,87.26427,186.12015,211.60442,224.38838,226.14148,229.13295,228.97733,226.60426,87.8607,187.49347,212.62971,221.99268,227.84534,231.213,230.29695,231.27309,86.50233,188.50177,212.24547,223.5946,227.70874,229.5763,231.91357,228.85893
genome_g65536_n1048576_s256,374.36432,475.2667,531.71625,640.1268,674.2963,689.4552,671.5959,668.6398,374.93323,642.432,769.5272,870.94714,868.84564,913.619,958.1936,946.9004,382.6648,761.1025,891.1609,907.73175,599.0329,474.76248,485.50107,334.89102,454.33936,518.45404,572.4606,597.28674,643.57166,642.6852,614.01385,603.0229,393.56454,477.05746,524.5018,582.58636,646.6841,615.0429,650.4708,654.9058,394.01706,477.27905,523.5407,590.5395,647.4313,624.0164,664.35767,680.1291,394.08725,478.53107,524.49524,590.2673,653.9707,635.7259,650.2524,674.2425,393.50293,478.35397,522.12683,588.93115,634.96515,623.18384,642.82605,679.5962,393.62912,479.403,522.1887,588.1444,641.901,615.92914,653.56244,653.34033,393.95474,477.59933,524.71576,594.3619,644.2174,624.9517,636.70996,681.92114,393.6624,479.706,523.64453,588.68646,647.54926,615.2443,662.07056,659.3458,393.89874,476.90536,524.36194,594.96466,644.4535,618.38965,662.2612,676.9898,393.71094,476.19635,526.1778,590.5529,635.57416,616.2284,653.1149,656.9755,393.30435,479.9886,525.0043,586.8557,650.37103,629.4752,650.1439,670.27966,393.39563,476.78607,524.1111,588.78424,644.6122,592.1765,654.9935,675.24,393.38934,477.79712,525.1483,598.81433,645.6908,618.7446,652.55316,664.5492,393.84125,479.48282,523.40204,581.0313,641.04175,615.84174,657.8107,659.9135
genome_g65536_n1048576_s64,119.553024,234.17314,326.99304,368.53268,378.1103,377.61258,360.92987,350.16202,115.19404,247.1028,304.8863,357.8387,361.12454,382.77335,406.69705,413.61795,120.397415,320.38486,386.50983,404.22244,356.8608,252.1717,161.63234,122.496925,152.71054,201.56839,231.89897,246.73189,248.06006,247.52121,239.25317,231.6526,125.0867,225.43369,321.6915,406.8191,496.07062,498.3629,513.47736,506.0581,125.32216,225.41179,324.23285,415.3943,486.4624,510.36554,519.45306,506.8354,125.25333,214.03091,330.38242,421.16965,511.0146,487.17786,516.4281,506.38055,125.29784,229.0016,322.28287,423.006,498.96014,506.31213,509.78036,505.3674,125.34688,220.75117,312.96564,426.68378,500.98453,489.1426,520.5188,512.03577,125.265854,215.20613,312.33615,401.62292,511.75687,504.75452,513.1606,507.85623,125.38533,224.08379,308.61844,415.0481,514.8334,497.8975,516.4841,511.5617,125.020706,221.73848,324.22668,413.31122,502.65707,502.03317,513.9847,509.24008,125.29977,223.94028,320.5915,430.42645,505.12036,495.17673,515.8621,510.69095,125.208496,220.50778,320.0922,408.12976,477.62784,490.72244,509.9833,507.51373,125.21843,217.16106,316.8175,436.43658,517.3765,504.0675,514.8753,505.73157,124.50207,225.26733,328.8045,424.05582,497.93835,509.94327,506.87616,507.2943,124.93485,220.94005,313.39975,419.4014,509.8383,503.58115,516.43744,514.89453
genome_g65536_n16777216_s16,125.67407,251.34145,293.47668,318.2506,316.93265,322.18494,318.35648,313.81494,77.36476,153.17053,201.88885,225.31146,232.21053,253.15915,278.00592,291.05563,106.86652,217.77928,269.2407,287.01605,300.15753,314.25766,176.98761,71.20397,99.41296,137.47417,161.19345,176.22029,163.58186,170.74036,175.0935,171.9286,144.77284,293.17465,323.09082,320.98685,298.03302,296.39542,295.8132,288.8712,145.94601,295.30557,317.5616,316.11887,295.4406,294.7342,290.50247,289.23618,146.58554,289.21335,322.83466,318.23398,297.72006,294.9635,292.7352,289.5067,145.56828,286.10373,327.9488,311.51846,298.41223,293.7166,292.2693,289.14334,143.73712,288.95142,319.00906,321.43143,298.13678,296.86832,294.19287,286.8133,143.83119,291.81903,317.55356,321.34167,295.71533,291.60062,292.70175,291.35864,145.36102,287.89337,320.256,318.18735,295.6375,291.92746,293.9859,291.42953,145.1865,290.21512,322.78085,317.68393,296.3147,294.87476,294.36536,288.30762,146.36891,290.7048,316.80365,315.09875,294.6757,291.02365,293.44724,288.63232,145.8877,294.2654,324.08575,323.13574,297.57358,295.744,292.43555,286.60126,145.29237,291.32645,324.99612,320.9873,298.25836,295.6453,292.96924,289.56,146.36153,294.20132,316.1697,308.61707,297.5714,293.99612,294.25558,288.17303,146.225,287.5136,316.10538,319.10507,296.3513,294.36926,292.55048,290.74515
genome_g65536_n16777216_s64,153.6108,248.8921,354.73883,414.05573,424.61676,426.65936,420.83807,409.7752,146.56068,271.77673,333.91013,393.88583,397.54504,431.95825,448.86456,463.64188,153.03546,337.60907,417.87515,445.7314,383.0581,319.5875,191.91133,179.41179,170.20227,226.43567,254.99745,272.72015,285.0165,291.4755,286.30026,279.5464,156.53255,238.58664,300.78433,362.6741,411.972,398.4406,403.53003,402.43976,156.63063,224.2119,323.29294,382.99658,407.96182,396.6879,407.47644,399.11194,156.17552,238.81291,314.6537,381.11197,405.18015,395.4481,407.95963,397.0662,156.01114,230.19981,308.0393,372.89188,407.93698,401.66406,403.1616,395.93002,156.52632,224.32823,298.90005,359.2853,400.1336,401.04337,402.8716,404.00012,156.30254,237.45906,286.13437,366.20267,414.05075,406.30643,397.67032,400.72638,155.68018,234.22072,299.51212,370.73187,408.0565,394.5952,403.32477,396.40015,156.46767,231.52156,315.747,370.1035,403.5696,398.55072,403.92816,401.416,156.13213,222.98239,319.82202,373.36212,404.2361,406.2248,410.329,401.39835,156.32347,237.36232,313.50772,380.11655,397.7392,406.83878,411.273,397.45,156.429,242.8313,315.1015,370.3286,404.8541,403.06494,412.85278,397.34448,156.46051,240.34195,294.60498,388.04572,410.43024,390.6467,401.21997,404.22693,155.78319,242.39896,313.77173,342.6448,413.33817,392.19043,406.64615,400.34885
genome_g65536_n4194304_s16,87.53543,174.24286,208.78487,218.35797,216.64696,217.26974,212.82275,208.5445,50.438675,103.99631,129.08174,150.1377,152.05115,167.02998,181.18187,191.58357,71.82243,148.851,184.80713,201.59789,206.44489,218.3152,135.89748,37.99798,64.57731,86.36765,108.808205,116.01088,111.691216,120.601814,117.18637,113.89967,101.66112,209.82423,239.7466,248.95122,247.05354,248.09496,249.11185,246.6108,100.775375,208.57915,240.19072,247.11325,245.2257,248.3257,248.56317,245.54843,101.50979,212.64178,237.48114,246.24731,246.21947,248.21202,246.8926,244.57065,100.27268,213.28708,239.04665,248.58005,246.56398,249.63962,247.73878,246.34386,100.92609,212.50267,239.2467,247.37604,245.00134,246.13062,248.36113,244.7448,100.04957,209.07483,240.09132,247.75053,245.51047,247.90695,247.54044,244.9868,100.764946,209.73535,237.00478,246.91664,247.12566,246.29169,247.80269,244.52444,100.14406,210.64699,236.43298,246.41084,247.00957,247.59222,248.34674,244.5327,100.31964,207.4954,240.3433,249.49452,245.1474,247.1538,245.55714,246.6788,100.756516,212.94264,239.67003,248.45166,245.60585,247.8052,246.60098,244.11699,101.44024,213.78333,239.03795,247.33003,245.2539,246.51456,248.45253,245.23436,101.13037,212.53703,242.4912,243.3878,244.93842,247.75964,248.06544,245.77641,102.13714,210.57245,239.68867,246.61958,245.28503,247.32895,249.22606,246.10202
genome_g65536_n4194304_s256,368.1346,480.47797,532.69635,632.1659,661.3839,685.91675,667.00336,662.7098,366.40753,615.49884,725.70404,837.1876,853.3216,899.04095,920.14594,928.8736,375.9997,727.77625,699.787,910.53375,716.45667,504.17874,447.16095,422.17377,445.0086,516.4621,572.1528,616.0541,619.60034,629.1852,610.16235,597.2633,379.78693,467.0302,513.7855,548.51825,588.9656,574.0684,607.1424,628.10803,379.25464,465.25262,512.87616,551.2471,600.9317,578.0277,596.51666,629.48157,379.89893,465.57794,510.9139,547.8648,600.28925,582.14484,600.973,624.9526,379.81747,465.2674,513.2006,551.187,603.4557,582.68866,614.91394,618.7732,378.55875,465.24203,512.41693,554.22864,592.5818,575.01685,596.53595,613.2818,380.08118,466.51077,512.6925,557.8771,600.3453,577.6632,607.9872,626.7803,378.83176,465.8831,511.60202,553.2159,597.6659,569.1956,602.4487,617.67957,379.69672,463.61438,513.01636,544.83716,606.0525,576.58936,595.27576,609.905,380.0575,465.44485,511.79684,558.3583,598.74255,572.3759,597.7464,616.30225,380.28333,466.24557,512.6713,558.4304,602.7854,577.00134,611.9223,615.3834,380.05255,467.16574,513.26526,551.31665,603.2738,580.2128,598.0103,622.3214,379.6784,465.2482,510.9678,554.3239,604.006,572.1224,603.336,622.1594,380.11212,465.8268,512.1447,551.0027,597.36835,570.3195,597.4445,615.83966
genome_g65536_n4194304_s64,126.68772,230.78004,334.2252,378.94543,392.52588,385.88583,374.79663,365.2524,121.18293,250.83081,307.6458,363.99734,363.52325,396.81067,418.87222,427.3513,126.34159,327.863,390.4373,403.69714,351.46774,233.66995,208.34224,117.01889,155.0314,207.5119,237.59389,251.27776,236.5407,243.03838,236.40587,234.32335,131.6257,227.5748,319.55508,412.50937,483.8363,477.9684,480.63165,474.97073,131.62599,222.1117,321.37637,391.85553,469.01205,472.3106,475.79938,475.03235,131.54494,220.39583,282.11743,411.99414,474.75787,478.1583,478.4385,480.58588,131.29445,228.47144,304.87317,400.14343,475.1401,480.09552,472.94025,474.4138,131.5277,228.22476,315.12976,415.2847,472.72867,473.3143,487.1495,476.86917,131.55061,227.88652,305.8064,410.49274,482.0224,471.20648,482.40625,482.7044,131.5693,218.88205,315.54672,359.1925,478.41467,474.87616,478.72034,475.9396,131.624,224.14638,323.22186,399.9061,457.38297,474.0697,478.39105,481.45764,131.58005,226.89903,321.21533,380.2625,475.1737,474.32477,482.18643,479.6429,131.52174,226.67255,322.68564,396.59348,471.2935,462.0259,478.86792,477.3626,131.28265,206.51802,326.3343,421.47495,467.8413,457.45575,483.3451,475.5311,131.56201,214.82661,311.40286,386.35013,467.01746,467.33383,476.66077,480.72058,131.47577,228.24931,323.318,402.7248,477.45926,466.31387,478.03592,477.91418
hashmap,3106.8103,5919.747,8743.503,11474.004,8563.706,9956.803,11595.195,13072.772,4512.657,8399.687,12238.289,15852.013,11914.436,13870.991,16104.098,18107.695,5702.3574,10443.108,13268.953,17354.482,13550.895,15786.227,17804.37,20236.797,2693.9211,5315.6807,8145.5615,10764.865,8026.876,9652.885,11291.786,12751.957,7849.5444,13768.238,19324.66,18864.602,11067.66,4505.8896,4257.7427,4073.622,7998.8315,13811.379,19329.865,19602.744,11564.143,4521.049,4171.5254,3915.1204,8029.467,13445.076,19313.86,19303.504,10962.348,4465.2754,4221.4736,4010.6575,7973.689,13725.266,18999.889,19608.432,11797.73,4400.5806,4216.0225,4004.1965,8065.292,13816.085,18895.988,18672.717,11077.108,4480.715,4208.117,3994.8013,8015.874,13577.7705,19323.639,18768.229,12126.926,4419.2705,4165.0137,3964.5127,7950.0483,13897.755,19296.717,19563.959,11378.385,4520.7354,4172.7573,3940.4187,7978.673,13578.6045,19056.033,18435.15,11234.499,4486.3765,4179.159,3954.9756,8056.287,13695.6045,19300.094,18396.105,11466.33,4479.2725,4234.2817,3954.2964,8051.6426,13754.792,19173.24,19057.832,10750.199,4597.536,4151.8447,3927.2988,8063.593,13895.49,19086.852,19938.432,10839.951,4452.464,4192.8433,4024.6482,7985.056,13665.584,19297.014,18181.334,12004.764,4498.1416,4200.062,3908.6165,7992.323,13968.094,18748.846,18868.684,11698.224,4494.254,4165.6543,3917.4219
hashmap_d5000000_i1000_r1000_u1,4264.081,8215.082,12077.28,15888.67,12751.089,15044.404,17360.451,19336.898,9892.873,16325.233,23083.447,28803.725,25026.486,28670.752,31990.28,34427.2,12485.642,22058.078,23336.34,30410.357,27050.326,31791.299,34718.73,39000.04,4193.579,7797.592,11457.138,15212.18,12505.805,14516.228,17001.754,18834.781,14929.459,25977.443,32161.498,27004.305,16105.168,6989.9014,6034.4897,5693.84,15004.291,25863.451,31578.934,26984.871,15189.381,6698.9624,6103.0303,5625.6978,14913.043,25692.277,31883.201,26538.855,15249.279,6690.085,6097.788,5519.73,15015.2705,25727.973,31974.545,24942.715,16119.31,6704.1025,5936.2554,5633.0156,14956.507,25767.176,32186.965,26405.662,15495.868,6796.154,6021.094,5621.6304,15020.338,25763.945,32020.479,25931.367,15896.87,6686.5693,6039.3223,5809.113,14842.858,25706.236,31981.088,26054.83,16123.675,6693.96,6017.7344,5757.976,14920.993,25926.93,32272.904,26786.004,17894.912,6680.301,6078.5186,5626.316,14876.289,25892.963,32129.807,25633.225,15247.885,6686.328,6062.9517,5587.0874,14979.239,25840.771,31877.51,27122.568,15307.605,6735.0713,5969.459,5620.7144,14856.561,25771.602,31964.12,27195.443,15979.427,6712.512,6055.914,5732.6587,14957.671,25651.24,32061.684,26614.1,15243.95,6821.066,5946.4917,5701.282,14883.108,25793.05,31943.768,27521.623,15195.828,6644.2476,5950.982,5533.612
hashmap_d5000000_i1000_r1000_u10,4237.9336,8102.909,11653.042,15529.814,12357.091,14575.115,16734.033,18842.375,9658.793,15793.264,22030.111,27813.938,24262.188,27688.8,30947.969,33276.76,12091.538,20627.033,22317.068,28707.033,26123.621,30401.78,33136.836,37027.984,4016.1975,7704.3457,10692.659,14957.461,12119.116,13942.587,16498.223,17982.355,14642.803,24864.365,30253.268,23511.709,13606.355,6446.229,5894.6353,5622.768,14741.797,24799.25,30025.389,24093.096,14096.075,6504.4995,5938.3184,5518.9995,14753.136,24935.293,30332.678,23690.133,13618.215,6550.5386,5849.5347,5536.2812,14654.892,24799.496,29733.281,23735.379,14192.167,6436.6797,5897.101,5571.3555,14741.521,24869.354,30177.977,23719.39,13731.548,6507.389,5779.661,5501.5347,14764.348,24924.148,29681.857,23978.438,15134.042,6502.5796,5881.602,5513.374,14627.951,25016.135,29873.979,23430.361,13630.948,6455.2783,5971.118,5677.401,14749.176,24883.34,30793.283,25185.79,14253.096,6468.7515,5849.633,5462.3457,14691.493,24951.387,30438.73,23234.742,13500.84,6442.7046,5903.37,5498.959,14697.741,24914.46,30293.777,24174.404,14581.2,6454.625,5766.328,5500.243,14705.838,24861.975,30088.025,24382.592,15168.078,6419.8013,5946.3555,5549.7246,14600.886,24906.56,30519.43,24124.676,13798.343,6569.436,5928.264,5573.312,14757.84,24890.688,30192.252,23348.883,15047.053,6411.177,5787.116,5729.2324
hashmap_d5000000_i1000_r1000_u5,4248.034,8194.469,11865.713,15697.224,12592.186,14797.973,16988.486,19194.766,9784.672,16287.564,22527.518,28320.164,24806.96,28215.1,31425.297,33701.656,12283.03,21432.033,22956.727,29289.898,26515.21,30659.348,34289.285,38004.8,4079.245,7903.3438,11342.348,15181.402,12250.018,14188.39,16667.965,18325.244,14884.925,25347.299,30744.182,24714.994,15083.152,6537.985,6016.3804,5583.3794,14719.606,25257.16,31186.252,25054.662,14976.741,6530.4194,5952.9795,5798.9707,14697.021,24933.676,31182.037,24730.684,14930.558,6598.1543,5959.4604,5567.84,14882.724,25154.152,31201.691,25454.793,14081.863,6539.5244,5921.5874,5548.4907,14870.0205,25317.822,30922.402,25537.088,15080.696,6566.7246,6078.4004,5503.281,14858.311,25159.045,31247.838,24738.19,15162.436,6530.8345,5868.8784,5586.607,14814.961,25371.094,31376.87,24853.365,15150.934,6500.367,5844.134,5554.634,14844.107,25386.254,31154.965,24646.771,15342.067,6514.8,5945.458,5450.7896,14796.46,25449.7,31327.982,25008.71,15140.549,6595.5728,5936.7583,5534.7446,14876.657,25326.459,30977.578,24195.695,14414.041,6540.5903,5907.6665,5621.2993,14657.083,24746.309,31333.938,25688.23,14918.025,6584.6797,5992.285,5640.788,14893.304,24987.84,30779.258,25835.432,14429.487,6525.93,5936.199,5454.49,14931.122,25304.283,30952.713,26234.738,14756.735,6880.1543,5932.4795,5721.6943
hashmap_d5000000_i1000_r1000_u50,4040.8176,7718.729,11135.754,13981.673,11488.759,13232.012,15021.615,16546.154,8818.866,13813.4,19232.955,23970.467,21851.65,24314.365,27214.805,29633.26,10415.942,16717.19,18999.12,24181.65,21914.158,25186.92,27719.95,30581.79,3783.5352,7196.308,10106.832,13781.951,11034.9375,12732.253,15125.558,16593.27,13936.544,22986.922,22998.79,14576.948,9855.039,6104.705,5501.715,5163.641,13928.146,22551.137,23244.994,15181.265,9897.437,6029.8257,5517.1323,5177,13851.733,22585.156,23016.223,14747.711,9486.7,6040.1772,5562.7383,5143.325,13890.433,22518.361,22814.408,14147.499,9937.006,6040.695,5559.568,5200.3667,13765.1045,22803.629,23256.453,14996.1455,9483.821,6023.3804,5529.2104,5206.8745,13918.181,22787.625,22935.455,14854.809,9591.069,6033.282,5587.2856,5173.481,13912.01,22493.916,22764.445,14358.147,9886.575,6012.3594,5663.999,5202.026,13893.418,22951.572,22904.846,15011.814,9587.317,6033.5225,5544.7725,5322.45,13879.982,22941.463,23373.143,14859.592,10000.213,6060.031,5551.415,5129.475,13828.696,22921.55,22999.883,14895.849,9544.244,6001.078,5626.509,5321.9136,13848.14,22796.666,23140.354,14421.801,9506.686,6103.258,5564.5728,5230.554,13888.696,22995.025,23139.033,15176.779,9705.245,6036.997,5576.5796,5195.5684,13921.515,22857.629,23050.283,15262.485,9834.188,6070.567,5473.3184,5203.3525
hashmap_d5000000_i1000_r10000_u1,4142.062,7986.289,11680.602,15063.932,12273.463,14529.653,16661.262,18695.781,9148.183,15068.759,21101.607,26655.578,23420.338,26867.506,29817.842,32636.367,11318.03,19665.633,21789.49,27959.672,25258.393,29647.012,32446.08,36407.85,4105.4375,7766.576,10158.42,14514.981,11979.577,13966.37,16202.222,18131.797,13775.9,22903.875,27802.17,21387.508,13371.998,6201.23,5593.4565,5370.7637,13758.641,23162.482,27412.92,20689.342,13359.827,6095.011,5691.3564,5308.186,13641.274,23005.287,27889.996,21865.57,12722.333,6097.296,5658.668,5314.003,13805.138,22806.162,27183.701,21763.008,12456.227,6261.7153,5592.2144,5424.3936,13703.437,23115.33,27754.998,21008.785,12637.367,6264.5205,5680.214,5367.116,13747.721,23166.416,27878.959,22879.596,12556.662,6264.769,5580.9805,5370.4307,13779.773,23211.12,27610.773,20895.586,13238.65,6110.4204,5611.2007,5298.1313,13762.579,23265.555,27526.36,21981.92,13530.151,6200.979,5663.0063,5236.503,13794.244,23114.617,27659.549,21034.004,14186.182,6054.713,5647.7715,5263.4663,13770.956,23170.21,27951.896,22409.332,14469.882,6066.965,5616.1084,5238.665,13805.95,23140.47,27503.092,21227.395,14142.2705,6161.847,5729.097,5358.0083,13778.898,22974.88,27696.83,21282.15,13335.348,6134.214,5644.709,5293.0293,13831.144,23122.35,27760.39,21341.8,13428.251,6119.514,5625.019,5274.4453
hashmap_d5000000_i1000_r10000_u10,4102.9253,7792.463,11029.164,14637.431,11817.762,13898.78,15894.445,17927.166,8842.755,14286.83,20009.062,24914.584,22438.63,25428.633,28447.043,31218.264,10620.83,18016.07,20241.049,25416.576,23884.475,26899.066,30006.691,33578.004,3948.63,7409.5737,10407.375,14296.7295,11442.066,13269.715,15548.843,17241.182,13474.691,22030.734,25388.904,18558.658,11243.687,5995.0747,5527.3687,5108.2056,13487.449,21908.877,25349.604,19998.32,11481.558,5983.7314,5553.333,5076.855,13507.502,22157.979,25285.93,18171.994,10804.215,5937.9106,5376.828,5064.7373,13454.121,22186.691,25468.568,19624.723,10821.48,5951.7856,5536.617,5258.796,13461.632,22093.816,25416.139,18586.578,11441.045,5912.526,5462.8003,5096.48,13554.213,22236.553,25488.002,18746.156,11443.315,5951.887,5514.0796,5266.403,13467.771,22090.66,25242.146,18314.885,11475.399,5982.123,5427.0264,5244.194,13468.74,22222.914,25577.486,19250.984,11431.401,5884.7485,5533.443,5258.823,13460.109,22297.373,25467.229,20002.027,11367.978,5986.2817,5502.1284,5284.837,13448.343,22224.232,25313.37,19380.395,12046.393,6007.3604,5448.499,5277.8955,13506.042,21921.17,25414.459,18303.285,11459.06,6109.4097,5447.3813,5271.598,13557.312,22143.424,25253.322,18761.984,10975.045,6038.6104,5558.982,5119.232,13455.943,22156.246,25114.557,19687.906,10849.658,5885.635,5472.2603,5246.5825
