Benchmark,norec=1th=MCS_LOCKS,norec=2th=MCS_LOCKS,norec=4th=MCS_LOCKS,norec=6th=MCS_LOCKS,norec=8th=MCS_LOCKS,norec=16th=MCS_LOCKS,norec=32th=MCS_LOCKS,norec=48th=MCS_LOCKS,swisstm=1th=MCS_LOCKS,swisstm=2th=MCS_LOCKS,swisstm=4th=MCS_LOCKS,swisstm=6th=MCS_LOCKS,swisstm=8th=MCS_LOCKS,swisstm=16th=MCS_LOCKS,swisstm=32th=MCS_LOCKS,swisstm=48th=MCS_LOCKS,tinystm=1th=MCS_LOCKS,tinystm=2th=MCS_LOCKS,tinystm=4th=MCS_LOCKS,tinystm=6th=MCS_LOCKS,tinystm=8th=MCS_LOCKS,tinystm=16th=MCS_LOCKS,tinystm=32th=MCS_LOCKS,tinystm=48th=MCS_LOCKS,tl2=1th=MCS_LOCKS,tl2=2th=MCS_LOCKS,tl2=4th=MCS_LOCKS,tl2=6th=MCS_LOCKS,tl2=8th=MCS_LOCKS,tl2=16th=MCS_LOCKS,tl2=32th=MCS_LOCKS,tl2=48th=MCS_LOCKS
hashmap_d5000000_i100000_r100000_u50,0.177424632,0.29170516,0.483542159,0.60384395,0.657871798,0.559264723,0.273813041,0.226031915,0.175679061,0.276233479,0.460389259,0.611225648,0.766844702,1.275464652,1.562446291,1.552741987,0.126963587,0.224006559,0.388185195,0.530766969,0.624978126,1.072923384,1.470536334,1.201881184,0.147313676,0.209900327,0.319681955,0.484479224,0.614229109,0.912377126,1.295291486,0.939816942
hashmap_d5000000_i100000_r10000_u1,0.896026035,1.524336799,2.659482518,3.676335429,4.716825388,8.6203924,13.8885031,17.85650512,1.101282774,1.700619536,2.808894082,3.73120406,4.807530516,8.333055565,13.8885031,13.15737537,0.449624519,0.819643242,1.479237424,2.136674523,2.777677473,5.101884636,8.6203924,12.49953127,0.778788299,1.190435092,1.999928003,2.717295313,3.521002782,6.09737508,9.615014807,10.86909265
hashmap_d5000000_i100000_r10000_u10,0.976528169,1.851786696,3.472101663,4.901792586,5.813750683,7.812194836,6.578687683,5.68162449,1.24373778,2.212315963,4.098226288,5.555370377,6.756528496,9.615014807,10.86921079,9.999700009,0.486364527,0.912377126,1.824754251,2.604078508,3.378264248,5.208143453,6.41005096,5.434575859,0.830535812,1.524336799,2.873464133,3.906112676,4.807530516,7.14260205,8.928252562,8.928252562
hashmap_d5000000_i100000_r10000_u5,1.008028951,1.89387483,3.472101663,4.807530516,5.68162449,9.258916336,11.36324898,10.86921079,1.308854268,2.38086735,4.166527782,5.434605393,6.578730963,9.615014807,13.15737537,12.49968751,0.501990392,0.954164786,1.772986774,2.525163252,3.246647836,5.318979182,8.06419096,8.333055565,0.892826053,1.623318648,2.840804175,3.787735313,4.629458168,6.944203326,9.258916336,9.258916336
hashmap_d5000000_i100000_r10000_u50,0.783672036,1.07754905,1.336851928,1.050383758,0.871049789,0.487312336,0.243182145,0.185041641,0.796150453,1.020372763,1.689129271,2.100769722,2.38086735,2.550929304,2.525163252,2.016059933,0.401915206,0.611225648,1.106155534,1.533688229,1.838171093,2.032450098,1.736050832,1.162750137,0.578683276,0.718366033,1.268990442,1.666608335,1.923010357,2.232063141,1.602507604,1.063793573
hashmap_d5000000_i100000_r1000_u1,1.196130756,2.336366716,4.46414621,6.756528496,8.6203924,16.66611113,24.99875006,22.72623972,1.748190623,3.424540255,6.578687683,9.999600016,12.49953127,22.72623972,27.77623465,22.72623972,0.561778185,1.086917534,2.192905512,3.246637295,4.3101962,7.812194836,13.88831021,16.66611113,1.096452756,2.1550981,4.237144504,6.09737508,8.064255992,13.15737537,20.83246531,19.23002961
hashmap_d5000000_i100000_r1000_u10,1.157367221,2.173837432,4.23712655,5.68162449,6.756528496,6.41005096,4.545289262,3.086314971,1.700619536,3.048668951,6.097337902,8.332986126,9.999700009,11.36324898,13.15737537,9.615014807,0.554304367,1.072923384,2.136674523,3.205015208,4.098209492,6.410009871,7.575470626,7.35272492,1.063792441,1.984056125,3.846020715,5.68162449,7.352670858,9.615014807,9.259002065,7.35272492
hashmap_d5000000_i100000_r1000_u5,1.179204956,2.314729084,4.464126281,6.578730963,8.6203924,13.8885031,10.41634116,8.6203924,1.72407848,3.333211116,6.578730963,9.615107257,11.90433675,16.66611113,20.83289931,14.70544984,0.541106801,1.082213603,2.173837432,3.246637295,4.3101962,8.333055565,9.999700009,10.41634116,1.072924535,2.118567763,4.23712655,6.249804694,8.06419096,13.88831021,15.62451173,13.15737537
hashmap_d5000000_i100000_r1000_u50,1.041629776,1.196130756,1.308854268,0.922476887,0.764499108,0.349638125,0.153935484,0.118143302,1.282006905,1.366071697,1.893871243,2.380873019,2.577226595,2.906875342,2.631481998,2.100765309,0.505032905,0.706189753,1.288613297,1.724075508,2.032445967,2.192905512,1.851786696,1.256237218,0.806423648,0.939816942,1.592300907,2.032450098,2.212311069,2.631488923,1.31574273,0.984218063
hashmap_d5000000_i10000_r1000000_u1,0.527407523,1.059285004,2.100765309,2.873464133,4.166527782,8.06419096,14.70523359,17.85650512,0.518653906,1.024554472,2.049108945,2.976084187,3.96811225,6.944203326,13.88831021,13.8885031,0.311321551,0.599499178,1.219469068,1.86560551,2.450890286,4.901792586,8.6203924,12.49953127,0.413208456,0.766844114,1.420404105,2.016059933,2.941072668,5.68162449,9.999700009,9.999600016
hashmap_d5000000_i10000_r1000000_u10,0.249741518,0.672019075,1.623318648,2.577226595,3.571301025,6.578730963,8.6203924,7.575528014,0.21476916,0.563043407,1.404447041,2.314734442,3.289354662,6.249765634,9.615107257,9.259002065,0.168117832,0.415267906,0.980358517,1.533688229,2.136674523,4.385811024,5.68162449,5.681592209,0.168912984,0.474366649,1.072923384,1.760501391,2.450896293,4.901768558,8.064255992,8.928332277
hashmap_d5000000_i10000_r1000000_u5,0.424433265,0.925893348,1.968434189,3.048678246,4.032111738,7.575528014,13.15737537,14.70544984,0.375926706,0.83889732,1.811528568,2.777677473,3.78774966,7.352670858,12.49953127,12.49953127,0.25932702,0.55064169,1.18479201,1.798499692,2.403765258,4.71680314,6.756528496,7.812255867,0.306737646,0.647645324,1.404445069,2.100765309,2.777677473,5.434575859,8.928252562,11.36324898
hashmap_d5000000_i10000_r1000000_u50,0.029242164,0.099045665,0.327213674,0.553078073,0.603843585,0.340124254,0.160869545,0.152340816,0.026979414,0.088118172,0.29939071,0.506055204,0.776370391,1.543155104,1.602507604,1.436730003,0.027149355,0.07866308,0.243656227,0.430277602,0.647645743,1.288614958,1.20768717,1.024554472,0.018369554,0.063497909,0.198879276,0.352597,0.55064169,1.18479201,1.101283987,0.912377126
hashmap_d5000000_i10000_r100000_u1,0.589602131,1.146748223,2.212311069,3.289354662,4.3101962,8.332986126,14.70544984,17.85650512,0.623419631,1.131182051,2.192905512,3.205015208,4.237144504,8.333055565,13.88831021,13.15737537,0.342453791,0.65614516,1.282006905,1.89387483,2.550929304,4.999825006,9.615014807,12.49953127,0.486364527,0.847428183,1.633928192,2.358407132,3.124892582,5.813750683,10.41623266,11.90433675
hashmap_d5000000_i10000_r100000_u10,0.549430927,1.077547889,2.100765309,3.048668951,3.906112676,7.14260205,8.333055565,6.756482845,0.548226077,1.041629776,2.032450098,3.011948399,3.96811225,6.944203326,9.999700009,9.258916336,0.315645307,0.617261851,1.237579344,1.760501391,2.475161752,4.629458168,5.813750683,5.101858607,0.428066982,0.759851282,1.505971932,2.192905512,2.906875342,5.434605393,8.333055565,8.6203924
hashmap_d5000000_i10000_r100000_u5,0.634495624,1.196129326,2.272649796,3.289365481,4.3101962,8.06419096,12.49953127,13.88831021,0.672019075,1.168181993,2.252171093,3.205015208,4.3101962,8.064255992,13.15737537,12.49968751,0.354094985,0.694419368,1.31574273,1.923010357,2.550929304,4.999825006,8.928252562,9.615107257,0.529642221,0.899248228,1.689129271,2.427096101,3.205015208,5.952168375,10.41634116,11.36324898
hashmap_d5000000_i10000_r100000_u50,0.196843419,0.363888174,0.673830382,0.844564635,0.796149819,0.377630099,0.17324405,0.168685011,0.204742952,0.35815349,0.663106228,0.915718212,1.162748785,1.760501391,1.724075508,1.488042094,0.162121378,0.270846294,0.498984317,0.737437023,0.961504254,1.56244385,1.329741259,1.050382654,0.161076766,0.265383344,0.480752127,0.679323828,0.919085547,1.453437671,1.25623564,0.838896616
hashmap_d5000000_i10000_r10000_u1,0.954165697,1.677796047,3.011939327,4.385811024,5.68162449,9.999700009,16.66611113,19.23002961,1.225448146,1.984056125,3.424540255,4.716825388,5.952168375,10.86921079,16.66583337,10.41623266,0.487312573,0.892826053,1.602510172,2.40375948,3.124892582,5.952168375,11.36324898,13.8885031,0.856135064,1.420406123,2.475161752,3.521002782,4.46414621,8.06419096,12.49953127,12.49953127
hashmap_d5000000_i10000_r10000_u10,0.984218063,1.879632118,3.571301025,5.101884636,6.249804694,8.6203924,5.952168375,6.097337902,1.262581626,2.272644631,4.3101962,5.952168375,7.575470626,10.41634116,12.49968751,10.86921079,0.495032105,0.954164786,1.86560551,2.747154635,3.521002782,5.952168375,5.434575859,5.952168375,0.856134331,1.582223404,3.011948399,4.237144504,5.31895089,8.333055565,9.999600016,9.258916336
hashmap_d5000000_i10000_r10000_u5,1.028770599,1.968434189,3.676335429,5.208143453,6.41005096,9.615014807,13.15737537,13.15737537,1.344039052,2.499912503,4.545289262,6.097337902,7.575528014,11.90433675,15.62451173,13.88831021,0.506055204,0.984218063,1.908331393,2.604078508,3.289354662,5.952203803,9.615014807,9.258916336,0.892826053,1.700619536,3.124882817,4.3101962,5.318979182,8.6203924,11.90433675,10.41634116
hashmap_d5000000_i10000_r10000_u50,0.778788905,1.07754905,1.282005261,1.096452756,0.865021972,0.434012708,0.212396974,0.167330159,0.844564635,1.028770599,1.689129271,2.118567763,2.358407132,2.525163252,2.427101992,1.908331393,0.413208627,0.614229109,1.111071606,1.533688229,1.838171093,2.032450098,1.689129271,1.136323607,0.586833797,0.722517772,1.268992052,1.712267196,1.953056338,2.212311069,1.436732067,0.984218063
hashmap_d5000000_i10000_r1000_u1,1.190435092,2.336366716,4.629458168,6.756528496,8.928252562,16.66611113,24.99937502,24.99937502,1.772986774,3.424540255,6.756528496,9.615107257,12.49953127,20.83246531,27.77700619,20.83246531,0.539937853,1.09166492,2.136679088,3.205015208,4.098226288,8.333055565,13.8885031,15.62451173,1.068339544,2.1550981,4.166510423,6.097337902,8.064255992,13.15737537,19.23002961,17.85650512
hashmap_d5000000_i10000_r1000_u10,1.168183358,2.173837432,4.237144504,5.813750683,6.578730963,6.249765634,4.166510423,3.086314971,1.689129271,3.086314971,5.952168375,8.333055565,9.999600016,11.36324898,13.15754849,10.41634116,0.541106801,1.072923384,2.136679088,3.164446807,4.098226288,6.41005096,7.812255867,6.756482845,1.063792441,1.984056125,3.906112676,5.68162449,7.352670858,9.615107257,9.999600016,6.578730963
hashmap_d5000000_i10000_r1000_u5,1.184793413,2.314734442,4.545309922,6.756528496,8.6203924,13.8885031,9.615014807,8.928252562,1.736050832,3.378252835,6.578687683,9.615014807,12.49968751,17.85650512,19.23002961,15.62426761,0.554304367,1.091666112,2.173837432,3.205015208,4.166527782,7.812255867,9.615014807,10.41634116,1.086918716,2.118572252,4.237144504,6.097337902,8.064255992,12.49953127,15.62426761,14.70544984
hashmap_d5000000_i1000_r1000000_u1,0.957821378,1.811531849,3.676335429,5.68162449,7.352670858,13.88831021,24.99937502,24.99937502,1.184793413,2.358407132,4.901792586,6.41005096,8.928252562,15.62451173,24.99937502,19.23002961,0.472573265,0.950537814,1.923010357,2.777677473,3.676335429,7.352670858,12.49953127,17.85650512,0.856134331,1.689132124,3.289365481,4.999825006,6.41005096,11.90447846,20.83246531,17.85650512
hashmap_d5000000_i1000_r1000000_u10,0.331114316,0.999966001,2.499912503,4.166527782,5.434575859,9.999600016,9.615107257,8.6203924,0.288673603,0.909059505,2.688078105,4.545309922,6.410009871,11.36324898,15.62426761,12.49953127,0.20307991,0.573374769,1.412379506,2.252171093,3.048678246,6.097337902,4.716825388,4.385811024,0.232766601,0.712225855,2.032450098,3.378264248,4.807530516,9.615107257,11.90433675,10.86921079
hashmap_d5000000_i1000_r1000000_u5,0.651018779,1.533688229,3.246647836,5.101858607,6.578730963,10.86909265,17.85650512,16.66611113,0.688681519,1.724075508,3.968127996,6.09737508,8.6203924,15.62426761,22.72623972,16.66611113,0.357641384,0.83889732,1.700619536,2.550929304,3.086314971,5.68162449,7.14260205,7.812255867,0.519732421,1.302037559,2.906875342,4.545289262,5.813750683,11.90433675,17.85650512,17.85650512
hashmap_d5000000_i1000_r1000000_u50,0.030137595,0.108080989,0.36021809,0.617262613,0.645972715,0.329803882,0.167666883,0.142689116,0.027985149,0.102120637,0.344815577,0.611225648,0.892826053,1.748190623,1.785653701,1.533688229,0.028314796,0.083108815,0.259058364,0.465533094,0.730969038,1.412381501,1.256237218,0.995981216,0.019588728,0.067877096,0.217006354,0.438581295,0.684908051,1.351303873,1.282006905,0.957821378
hashmap_d5000000_i1000_r100000_u1,0.988108119,1.937913139,3.787735313,5.434605393,7.14260205,12.49953127,24.99937502,24.99937502,1.275466279,2.475161752,4.807530516,7.14260205,8.6203924,17.85650512,24.99875006,19.23002961,0.497990608,0.972728581,1.937916894,2.906875342,3.906112676,7.575470626,13.8885031,16.66611113,0.886493387,1.700622428,3.333211116,4.999825006,6.578730963,12.49953127,19.23002961,20.83246531
hashmap_d5000000_i1000_r100000_u10,0.608251417,1.288614958,2.840812245,4.3101962,5.952168375,10.41634116,8.6203924,7.812194836,0.637733139,1.322705833,2.976084187,4.901792586,6.756528496,11.90433675,15.62451173,13.15737537,0.353095001,0.722517772,1.533688229,2.336366716,3.124892582,5.208143453,4.901768558,4.3101962,0.496014523,1.028770599,2.358407132,3.676335429,4.999825006,9.615014807,12.49953127,10.41623266
hashmap_d5000000_i1000_r100000_u5,0.791111702,1.633930862,3.472101663,4.901768558,6.944203326,10.86921079,12.49953127,14.70523359,0.919085547,1.923010357,4.166527782,6.410009871,8.6203924,15.62451173,22.72623972,17.85650512,0.41665191,0.877162205,1.824754251,2.403765258,3.472101663,6.944203326,7.352670858,7.14260205,0.684907582,1.42852041,3.011939327,4.629458168,5.952168375,11.90433675,16.66611113,16.66583337
hashmap_d5000000_i1000_r100000_u50,0.201281195,0.36495085,0.726718835,0.850310491,0.803830736,0.358153746,0.173846498,0.164901887,0.208152588,0.367634219,0.681175245,0.999965001,1.302037559,1.908331393,1.879632118,1.572272657,0.159433209,0.283115848,0.53646198,0.783672036,1.033021567,1.582223404,1.288614958,1.016225049,0.162121457,0.276539037,0.517580127,0.757549932,1.008029967,1.543157485,1.336851928,0.841721792
hashmap_d5000000_i1000_r10000_u1,1.11603157,2.136679088,4.098209492,5.952168375,7.812255867,13.15754849,24.99937502,24.99937502,1.56244385,2.906875342,5.434575859,7.812255867,9.999600016,14.70523359,27.77623465,19.23002961,0.530766687,1.028770599,2.016059933,2.873464133,3.906112676,7.575528014,13.88831021,17.85650512,1.024554472,1.923006659,3.676348944,5.208143453,6.944203326,12.49953127,19.23002961,19.23002961
hashmap_d5000000_i1000_r10000_u10,1.003980784,1.923006659,3.787735313,5.434575859,6.944203326,9.615107257,6.578687683,6.578687683,1.295291486,2.38086735,4.71680314,6.756528496,8.6203924,11.90433675,14.70544984,12.49953127,0.491141767,0.939816059,1.851786696,2.604071727,3.333211116,5.952168375,5.208170578,5.101858607,0.896025232,1.633930862,3.205015208,4.716825388,6.249804694,9.999700009,11.36324898,9.615014807
hashmap_d5000000_i1000_r10000_u5,1.05481449,2.066043135,4.098226288,6.097337902,7.575470626,12.49953127,14.70544984,14.70544984,1.420404105,2.747154635,5.434575859,8.064255992,9.999600016,16.66611113,20.83289931,17.85650512,0.51122941,1.020372763,1.923006659,2.840812245,3.676335429,5.952168375,7.575470626,7.812255867,0.954164786,1.851786696,3.623057136,5.31895089,6.944203326,12.49953127,17.85682399,17.85650512
hashmap_d5000000_i1000_r10000_u50,0.781221925,1.082213603,1.388838736,1.09166492,0.868024662,0.413892381,0.203741717,0.159534847,0.844564635,1.041629776,1.712267196,2.118567763,2.38086735,2.499912503,2.314734442,1.851786696,0.402562066,0.615741556,1.101282774,1.552739576,1.851786696,1.999928003,1.543155104,1.086917534,0.585459527,0.735267626,1.288613297,1.700619536,1.953052523,2.066043135,1.344039052,0.936296274
hashmap_d5000000_i1000_r1000_u1,1.190433675,2.358407132,4.629458168,6.756528496,9.258916336,16.66611113,24.99937502,27.77623465,1.748187567,3.424528528,6.756528496,9.615014807,12.49968751,20.83289931,27.77700619,19.23002961,0.551856888,1.096452756,2.136679088,3.205015208,4.098209492,8.332986126,14.70544984,19.23002961,1.101281561,2.173837432,4.310177622,6.249765634,8.06419096,14.70544984,17.85650512,20.83246531
hashmap_d5000000_i1000_r1000_u10,1.136323607,2.212306174,4.3101962,5.813750683,6.944203326,5.68162449,4.545289262,3.78774966,1.677793232,3.086314971,5.68162449,8.064255992,9.615107257,10.86921079,13.88831021,10.86921079,0.551856584,1.037307813,2.118567763,3.205015208,4.098209492,6.249765634,7.14260205,7.352670858,1.059283882,1.984056125,3.846020715,5.68162449,7.352670858,8.928252562,9.615014807,6.944203326
hashmap_d5000000_i1000_r1000_u5,1.18479201,2.314734442,4.464126281,6.756528496,8.928252562,14.70523359,9.258916336,7.812255867,1.748190623,3.378252835,6.578730963,9.615107257,11.90433675,17.85650512,19.23002961,14.70544984,0.55430406,1.09166492,2.192905512,3.289354662,4.3101962,8.06419096,9.999600016,10.41623266,1.086917534,2.136674523,4.166510423,6.097337902,8.332986126,13.88831021,14.70544984,13.88831021
intruder_a10_l128_n32768_s1,0.305986504,0.42660569,0.590995242,0.472572819,0.322985732,0.148715647,0.242474266,0.329803447,0.241071321,0.346247919,0.518653637,0.60093987,0.63288856,0.519731611,0.263982005,0.143425703,0.204742827,0.300831498,0.494053327,0.595216483,0.642650393,0.220256409,0.087440012,0.069115565,0.158523122,0.221035361,0.322153324,0.360737347,0.344340285,0.29760833,0.21440051,0.170177659
intruder_a10_l128_n4096_s1,3.333211116,4.23712655,4.901792586,2.659482518,2.314729084,0.999964001,2.358407132,2.941072668,2.659482518,3.333222226,4.545309922,5.101858607,5.208143453,4.032111738,2.049108945,1.077546728,2.232063141,2.873464133,4.545289262,5.555370377,3.96811225,1.666608335,0.664869745,0.527407245,1.5822209,1.953056338,2.659482518,2.717295313,2.450890286,2.032445967,1.592300907,1.225446645
intruder_a10_l256_n32768_s1,0.109357467,0.162543031,0.235175147,0.265101999,0.160559518,0.072756455,0.05519787,0.054967274,0.085878102,0.141557844,0.233855166,0.284727988,0.310934252,0.274715539,0.136532583,0.072735276,0.077229273,0.126321959,0.21871491,0.282795433,0.313665168,0.120303733,0.046030409,0.035871882,0.05388902,0.070778922,0.09341972,0.102287705,0.104249849,0.092486558,0.07290497,0.063740733
intruder_a10_l256_n4096_s1,1.190433675,1.655571578,2.232063141,1.785650512,1.225446645,0.548225777,0.63288856,1.063792441,0.899249037,1.302037559,2.066043135,2.475161752,2.631481998,2.155093456,1.111071606,0.560518323,0.788615546,1.184790606,1.968434189,2.550929304,2.659482518,0.899249037,0.355101026,0.257988817,0.497990112,0.606774393,0.733111494,0.718365001,0.679323367,0.582729868,0.570756058,0.469026432
intruder_a10_l512_n32768_s1,0.033864966,0.054110642,0.078293508,0.080305553,0.074513016,0.040854907,0.02186193,0.016425176,0.027453455,0.048279481,0.083805283,0.108786406,0.124311856,0.136681875,0.070499479,0.037217681,0.025374661,0.044364004,0.080202489,0.106379221,0.122066006,0.073483587,0.023668923,0.017702249,0.014345872,0.017205173,0.018585322,0.019707621,0.019820119,0.019419806,0.016255359,0.014581846
intruder_a10_l512_n4096_s1,0.348177049,0.533030004,0.752985399,0.778788905,0.623419631,0.301921701,0.193791577,0.185453371,0.280573695,0.441680506,0.726718307,0.919085547,1.06379131,1.096452756,0.544643027,0.285052638,0.243418807,0.403211499,0.702222041,0.929335209,1.059283882,0.52852251,0.183547095,0.129596244,0.12833221,0.150235058,0.152155287,0.142689014,0.140681583,0.133971682,0.123757996,0.126834679
intruder_a10_l64_n262144_s1,0.071692328,0.101047346,0.133685103,0.14052341,0.079792896,0.03499806,0.065511305,0.045116612,0.054310482,0.083219427,0.124065092,0.142121178,0.149070441,0.12381929,0.06332096,0.03543963,0.0491528,0.073311187,0.12141386,0.152526611,0.151418015,0.052135798,0.022115282,0.016850307,0.038740299,0.053565703,0.081403825,0.092281706,0.093454634,0.076426522,0.05596399,0.040340672
intruder_a10_l64_n32768_s1,0.686788659,0.922476887,1.141512115,0.874095311,0.574692166,0.259326953,0.651018355,0.65614473,0.572062089,0.722517772,1.059285004,1.179203566,1.231484629,1.003979776,0.492108547,0.267943363,0.450434421,0.634495624,1.024554472,1.243736233,1.20187974,0.41595867,0.169830928,0.13088541,0.367634084,0.479829641,0.741813348,0.762167819,0.716306723,0.586833797,0.44403396,0.31724761
intruder_a10_l64_n4096_s1,8.064255992,9.258916336,9.615014807,6.41005096,4.385811024,2.136674523,5.813750683,5.952168375,6.578730963,7.14260205,9.258916336,9.258916336,9.615014807,7.575528014,3.846020715,2.066043135,5.101858607,6.097337902,9.258916336,10.41623266,9.258916336,3.289354662,1.268990442,0.943363298,3.846020715,4.385811024,5.813750683,6.09737508,5.434605393,4.385811024,3.289354662,2.272644631
intruder_a25_l128_n32768_s1,0.374238191,0.51544585,0.645971881,0.626544039,0.365484118,0.171579355,0.277767902,0.378774392,0.266799497,0.405171939,0.605305625,0.702222534,0.752985399,0.621868503,0.312488965,0.164793106,0.243656049,0.372010662,0.586833797,0.778788299,0.7621684,0.267943363,0.10373076,0.082888306,0.18824635,0.256928197,0.374799389,0.413208456,0.412526618,0.348662756,0.249243422,0.190396913
intruder_a25_l128_n4096_s1,4.385811024,5.101858607,5.68162449,4.032111738,2.38086735,1.20768717,2.808886192,3.048678246,3.289354662,3.96811225,5.434575859,6.097337902,6.249804694,4.901792586,2.427101992,1.282005261,2.688070879,3.472101663,5.434605393,6.41005096,6.249765634,2.118572252,0.791111076,0.589601783,2.016055869,2.272649796,3.086314971,3.086305445,2.777677473,2.314734442,1.89387483,1.396599281
intruder_a25_l256_n32768_s1,0.13720696,0.195764364,0.274715539,0.267084529,0.206775068,0.084973174,0.087348382,0.08414375,0.103430286,0.168230821,0.279007815,0.334212535,0.367633813,0.322153428,0.162016207,0.085262969,0.092281655,0.150778644,0.260678839,0.338741224,0.372564916,0.13262121,0.05441685,0.042486576,0.065017185,0.084714031,0.112710142,0.12524603,0.126899028,0.10812763,0.086651989,0.076333133
intruder_a25_l256_n4096_s1,1.488042094,1.999928003,2.550929304,2.173832706,1.42852041,0.642650806,0.922476036,0.999964001,1.106155534,1.602505036,2.427101992,2.873464133,3.124882817,2.550929304,1.243736233,0.654427134,1.05481449,1.420404105,2.38086735,3.011939327,3.164436794,1.05481449,0.41595867,0.305239404,0.595216837,0.746241926,0.889648055,0.853211745,0.806422998,0.718365001,0.67565148,0.568161481
intruder_a25_l512_n32768_s1,0.040347175,0.06675329,0.092898953,0.105392524,0.09113783,0.045189999,0.025444385,0.019099326,0.032453729,0.056431393,0.097729108,0.130543633,0.148011298,0.157623641,0.082614368,0.043310996,0.030257937,0.052059782,0.092520752,0.127092563,0.143673021,0.08302593,0.027516904,0.020956583,0.01690957,0.020237276,0.022043124,0.023250658,0.023117355,0.022183963,0.018624084,0.017631079
intruder_a25_l512_n4096_s1,0.433259982,0.617261851,0.865021223,0.880250695,0.69441985,0.322569095,0.208499699,0.162754615,0.309394932,0.500984183,0.833303473,1.068337261,1.190433675,1.249954689,0.60093987,0.324663835,0.295847397,0.464667605,0.806422998,1.18479201,1.225446645,0.626544039,0.215138662,0.144587107,0.1465364,0.169027131,0.171461649,0.160148054,0.156931007,0.149070441,0.13788807,0.149337583
intruder_a25_l64_n32768_s1,0.80125316,1.059283882,1.262581626,0.976528169,0.668425517,0.328503457,0.739618712,0.778788905,0.623419631,0.819643242,1.213549523,1.358647656,1.42852041,1.168183358,0.580025881,0.307492201,0.521902145,0.733112031,1.21354805,1.4450345,1.412379506,0.490178778,0.192448883,0.142121158,0.425155065,0.585459184,0.801253802,0.883361012,0.825053237,0.673830382,0.514385035,0.361258886
intruder_a25_l64_n4096_s1,9.615107257,10.86921079,10.86921079,7.575470626,5.101858607,2.525163252,6.578687683,5.952168375,7.812194836,8.62031809,10.41634116,10.86921079,11.36324898,8.928252562,4.629458168,2.40375948,6.249765634,7.14260205,10.41623266,11.90433675,10.86921079,3.846005923,1.505969664,1.136323607,4.6294796,5.101858607,6.756482845,6.756482845,6.41005096,4.999825006,3.78774966,2.631488923
intruder_a50_l128_n32768_s1,0.521901873,0.722517772,0.902495309,0.816964763,0.49503186,0.228302423,0.384601776,0.498984317,0.392450816,0.570755732,0.856133598,0.999964001,1.05481449,0.883360232,0.437047465,0.236286521,0.356620663,0.503000144,0.80383009,1.09166492,1.072923384,0.373121102,0.148274676,0.103259446,0.270260629,0.382249408,0.520814617,0.576016294,0.549430927,0.479829411,0.352100154,0.285378029
intruder_a50_l128_n4096_s1,6.097337902,7.352670858,8.06419096,5.555370377,3.78774966,1.772986774,3.623057136,4.310177622,4.999825006,5.68162449,7.812255867,8.064255992,8.332986126,6.578687683,3.246637295,1.748187567,3.906112676,4.901792586,7.352670858,8.6203924,8.333055565,2.747154635,1.096452756,0.791111076,2.808894082,3.246637295,4.166510423,4.166527782,3.787735313,3.164446807,2.550929304,2.100765309
intruder_a50_l256_n32768_s1,0.203907812,0.301193933,0.435524326,0.448012415,0.27321419,0.123269694,0.103816836,0.132762049,0.156146772,0.247761107,0.394307462,0.50503214,0.528521951,0.474365974,0.235840546,0.122966548,0.136981348,0.222016832,0.375926282,0.520814345,0.53302972,0.201931311,0.07992038,0.06212499,0.097310607,0.124870603,0.165337928,0.175432256,0.175678814,0.150869612,0.124683771,0.101829313
intruder_a50_l256_n4096_s1,2.358407132,3.164436794,3.846020715,3.124892582,2.066043135,0.853211745,1.21354805,1.101282774,1.798496457,2.499912503,3.787735313,4.464126281,4.545289262,3.676348944,1.798496457,0.939816059,1.592298371,2.192905512,3.78774966,4.464126281,4.545289262,1.358647656,0.60093987,0.453704246,0.919084702,1.091663728,1.152032589,1.096452756,1.086917534,1.003979776,0.961504254,0.819643242
intruder_a50_l512_n32768_s1,0.063192894,0.100036453,0.149426843,0.162121325,0.135496526,0.068849101,0.038513495,0.030331363,0.050831861,0.08824253,0.154985176,0.202750267,0.226852174,0.23786021,0.122604748,0.063176925,0.046484027,0.08020247,0.145090584,0.199354927,0.217952105,0.121002472,0.042235361,0.029757302,0.025962311,0.030939492,0.033186127,0.035160492,0.035284559,0.031748932,0.027058242,0.025892398
intruder_a50_l512_n4096_s1,0.706189753,0.992028062,1.461937008,1.612845996,1.012109895,0.493079141,0.352596752,0.293761591,0.510185861,0.80383009,1.373577317,1.724075508,1.937913139,1.908327751,0.902495309,0.487312099,0.470792947,0.752985399,1.358645811,1.851786696,2.066043135,0.218714862,0.319273487,0.224610127,0.23104533,0.277151953,0.248500115,0.243418807,0.244849229,0.233636562,0.222412014,0.230406518
intruder_a50_l64_n32768_s1,1.11603157,1.515096421,1.851783267,1.358647656,0.909058679,0.348662635,1.050382654,1.190433675,0.899248228,1.18479201,1.666608335,1.811531849,1.908327751,1.5822209,0.788615546,0.43326017,0.757548784,1.024553423,1.644677331,1.908327751,1.923006659,0.672019075,0.268518946,0.199354927,0.589601783,0.748476663,1.126085546,1.173667594,1.196130756,0.880250695,0.683035382,0.526296954
