Benchmark,norec=1th=MCS_LOCKS,norec=2th=MCS_LOCKS,norec=4th=MCS_LOCKS,norec=6th=MCS_LOCKS,norec=8th=MCS_LOCKS,norec=16th=MCS_LOCKS,norec=32th=MCS_LOCKS,norec=48th=MCS_LOCKS,swisstm=1th=MCS_LOCKS,swisstm=2th=MCS_LOCKS,swisstm=4th=MCS_LOCKS,swisstm=6th=MCS_LOCKS,swisstm=8th=MCS_LOCKS,swisstm=16th=MCS_LOCKS,swisstm=32th=MCS_LOCKS,swisstm=48th=MCS_LOCKS,tinystm=1th=MCS_LOCKS,tinystm=2th=MCS_LOCKS,tinystm=4th=MCS_LOCKS,tinystm=6th=MCS_LOCKS,tinystm=8th=MCS_LOCKS,tinystm=16th=MCS_LOCKS,tinystm=32th=MCS_LOCKS,tinystm=48th=MCS_LOCKS,tl2=1th=MCS_LOCKS,tl2=2th=MCS_LOCKS,tl2=4th=MCS_LOCKS,tl2=6th=MCS_LOCKS,tl2=8th=MCS_LOCKS,tl2=16th=MCS_LOCKS,tl2=32th=MCS_LOCKS,tl2=48th=MCS_LOCKS
intruder_a50_l64_n4096_s1,12.49953127,13.88831021,14.70523359,9.615014807,6.756482845,3.205015208,8.333055565,8.06419096,10.86921079,10.86909265,13.88831021,14.70523359,13.8885031,11.90433675,5.952168375,3.124892582,8.332986126,9.615014807,13.8885031,15.62426761,14.70523359,4.71680314,2.032445967,1.496952205,6.249804694,6.578687683,8.928252562,8.6203924,7.812255867,6.578687683,4.807530516,3.521002782
intruder_a75_l128_n262144_s1,0.09999648,0.138652909,0.189100762,0.158322491,0.124559635,0.050956216,0.068210419,0.085525553,0.077661132,0.115843914,0.185315902,0.204575453,0.218523732,0.189674643,0.099281638,0.052255682,0.069480594,0.100519171,0.172407729,0.21312119,0.224812209,0.088869954,0.032798634,0.023309202,0.053212259,0.073505204,0.106879514,0.122125651,0.127872741,0.109982931,0.078465534,0.062685856
intruder_a75_l128_n32768_s1,1.045987904,1.302037559,1.582223404,1.219470555,0.825053237,0.393067855,0.700255593,0.946936518,0.735268167,1.02876954,1.552739576,1.689129271,1.824750921,1.524336799,0.750724261,0.39998592,0.664870187,0.892826053,1.543155104,1.798496457,1.838167714,0.644307064,0.258522451,0.182342233,0.492108547,0.666643112,0.936297151,0.992028062,0.943363298,0.791111076,0.603843221,0.43401252
intruder_a75_l128_n4096_s1,11.90433675,13.88831021,13.15737537,9.259002065,6.578730963,3.205015208,5.952168375,6.944203326,9.615014807,10.41634116,13.15754849,13.88831021,13.88831021,11.90433675,5.813750683,3.048668951,7.812194836,8.928252562,13.15754849,14.70523359,14.70544984,4.901768558,1.999928003,1.470536334,5.813750683,5.952168375,6.944203326,6.944203326,6.578687683,5.555370377,4.545289262,3.289354662
intruder_a75_l256_n262144_s1,0.040477821,0.062326359,0.089698978,0.075708984,0.06946126,0.03120208,0.019030989,0.018626859,0.032083036,0.053416886,0.087348367,0.1070167,0.119612933,0.10930958,0.054834617,0.029605758,0.02949747,0.047310952,0.081324357,0.107108422,0.118423064,0.046937856,0.018461784,0.014466236,0.021547239,0.028183886,0.037384637,0.042107304,0.0438427,0.04084154,0.030859285,0.02691549
intruder_a75_l256_n32768_s1,0.434012143,0.585458842,0.798693338,0.752984832,0.482608014,0.214768929,0.235174981,0.345769032,0.303019468,0.477994336,0.748476103,0.905765104,1.016224016,0.877161435,0.437047274,0.229349539,0.282156852,0.428801021,0.710201548,0.929334346,1.012109895,0.370357065,0.147400359,0.102581463,0.1896745,0.243418748,0.308250383,0.31485016,0.318054726,0.260136343,0.239225865,0.20144322
intruder_a75_l256_n4096_s1,5.555339515,6.756482845,7.812255867,5.813750683,3.787735313,1.700619536,1.644677331,1.196129326,4.464126281,5.208143453,7.575528014,8.333055565,8.6203924,6.944203326,3.333211116,1.748190623,3.731217981,4.71680314,7.14260205,8.332986126,8.6203924,2.873464133,1.121036017,0.827785104,2.155093456,2.293493817,2.252171093,2.212311069,2.136674523,2.066038866,1.937916894,1.677790417
intruder_a75_l512_n32768_s1,0.133685068,0.203907895,0.296901536,0.315247282,0.246782877,0.120652062,0.070301201,0.056039246,0.101416227,0.172407551,0.280258926,0.379348999,0.415958324,0.451247247,0.228720005,0.122424585,0.092520718,0.156832486,0.289341387,0.38878843,0.414578744,0.215881681,0.088649284,0.055381255,0.051269702,0.060355137,0.064497154,0.066293022,0.063449486,0.058354571,0.051470245,0.053508344
intruder_a75_l512_n4096_s1,1.772986774,2.499906254,3.246637295,2.906866892,2.118572252,1.041629776,0.771577552,0.483541691,1.366071697,1.968434189,3.289354662,3.846020715,4.237144504,3.676348944,1.879632118,0.946935622,1.196129326,1.838171093,3.124892582,3.96811225,4.3101962,0.992028062,0.639363296,0.450434421,0.514385035,0.580025881,0.533030004,0.539937562,0.513328576,0.498984068,0.493079141,0.487312099
intruder_a75_l64_n262144_s1,0.201931434,0.254056069,0.289007067,0.211498407,0.148981584,0.083917793,0.180498997,0.163821175,0.148892855,0.204408102,0.290349677,0.325509284,0.342453556,0.30192161,0.162648728,0.090576494,0.133257536,0.184495275,0.286687056,0.351111144,0.352100154,0.118367009,0.054440573,0.039953829,0.09991651,0.132200481,0.186282527,0.210607544,0.206263309,0.1667719,0.127221947,0.099598052
intruder_a75_l64_n32768_s1,1.893871243,2.525163252,2.717295313,2.016055869,1.168183358,0.599499178,1.785650512,1.524336799,1.488042094,1.824750921,2.427101992,2.659475445,2.777677473,2.40375948,1.288614958,0.681174781,1.249954689,1.623318648,2.499912503,2.906875342,2.906875342,1.106155534,0.431763642,0.309394932,0.932802755,1.213549523,1.612845996,1.736047818,1.612843395,1.33685014,0.995980224,0.773966252
intruder_a75_l64_n4096_s1,19.23002961,22.72623972,22.72675621,15.62426761,10.41634116,4.901792586,12.49953127,10.86921079,16.66583337,16.66583337,20.83289931,20.83246531,22.72623972,19.23002961,9.259002065,4.807530516,13.15737537,14.70523359,20.83289931,22.72623972,22.72623972,8.6203924,3.333211116,2.336366716,9.999600016,9.999600016,13.15737537,12.49953127,11.90433675,9.999600016,6.944203326,4.901792586
kmeans_high,0.100237161,0.13586495,0.184768088,0.228929867,0.155757902,0.067638405,0.03040521,0.030490501,0.128861496,0.166772011,0.269387117,0.354597355,0.390611268,0.457021681,0.265948252,0.121061125,0.064051241,0.103989776,0.180760241,0.247516175,0.294453671,0.305987253,0.123330719,0.070439897,0.064882401,0.092967907,0.159433183,0.26204558,0.30939541,0.289341805,0.154030279,0.174941395
labyrinth_h,0.009913601,0.019036801,0.034049479,0.047499767,0.057350601,0.091976182,0.115362834,0.136906502,0.009624298,0.018570133,0.034287634,0.047257304,0.05929581,0.088586514,0.121591028,0.141158183,0.009872097,0.018843078,0.034861403,0.048674285,0.054714625,0.085907605,0.115522705,0.139193278,0.009896333,0.017036341,0.028101537,0.037339996,0.037911931,0.055271121,0.065408495,0.076778597
labyrinth_random_x128_y128_z3_n64,3.78774966,6.249804694,11.36324898,15.62451173,14.70523359,17.85650512,15.62451173,13.15737537,3.78774966,6.410009871,11.90433675,13.15737537,14.70544984,15.62451173,13.15737537,10.41623266,3.78774966,6.41005096,11.90447846,15.62451173,14.70544984,15.62426761,15.62451173,11.36324898,3.731217981,5.434605393,9.615107257,12.49953127,10.41623266,11.36324898,11.90433675,8.6203924
labyrinth_random_x128_y128_z3_n96,1.908331393,3.424528528,5.681592209,7.14260205,8.333055565,11.36324898,10.86921079,11.90433675,1.908331393,3.424540255,5.813750683,6.944203326,8.333055565,9.999700009,9.615107257,8.6203924,1.923010357,3.378264248,5.813750683,6.578687683,7.812194836,13.15754849,10.86921079,9.999700009,1.89387483,2.747154635,5.101858607,4.999825006,6.249804694,8.333055565,8.333055565,7.352670858
labyrinth_random_x128_y128_z5_n48,1.086918716,2.032450098,3.521002782,4.807530516,5.813750683,7.14260205,7.812194836,7.14260205,1.072923384,1.984060061,3.571313779,4.6294796,5.813750683,8.064255992,6.944203326,6.249804694,1.082212432,2.066043135,3.571313779,4.629458168,6.097337902,8.06419096,8.333055565,6.944203326,1.082213603,1.953056338,3.048668951,3.96811225,4.807530516,5.555370377,6.756528496,5.555370377
labyrinth_random_x256_y256_z3_n64,0.221035605,0.403211824,0.659607547,0.905765104,1.072924535,1.496954446,1.42852041,2.083259551,0.202914954,0.375926706,0.603843585,0.827785789,1.068339544,1.322705833,1.798499692,1.772986774,0.220450875,0.405172267,0.677482907,0.788615546,1.152033916,1.428522451,1.879632118,1.72407848,0.219675982,0.364418738,0.602388591,0.741813898,0.896026035,0.995981216,1.453437671,1.496952205
labyrinth_random_x256_y256_z5_n256,0.124497636,0.231259269,0.3810842,0.55064169,0.696354099,0.980358517,1.268992052,1.366071697,0.114255642,0.217194885,0.361781935,0.534169487,0.67932429,0.965217425,1.173667594,1.322705833,0.127416583,0.230832266,0.378774679,0.533030572,0.659607547,0.965218357,1.237580876,1.219470555,0.12363568,0.222017177,0.362832196,0.521902418,0.559264723,0.766844702,0.905765925,1.045988998
rbt_10_1,0.086322912,0.165666785,0.339661914,0.432510612,0.659607112,1.33685014,2.577233237,3.846020715,0.091371005,0.180498932,0.356112547,0.534168916,0.70420006,1.351303873,2.631488923,3.521002782,0.049591561,0.095234685,0.18938716,0.284080821,0.363888042,0.647645324,1.05481449,1.666605558,0.077324827,0.154315534,0.301194205,0.448012817,0.534168916,1.18479201,2.336366716,3.289354662
rbt_10_10,0.030104924,0.063385218,0.140760852,0.226031915,0.302652904,0.637733139,1.003980784,1.295291486,0.027844875,0.052852282,0.123513484,0.196379662,0.260951277,0.475268681,0.51651105,0.500984685,0.022603191,0.045677195,0.097729194,0.151418106,0.205923641,0.248747556,0.201281236,0.188530377,0.024235705,0.046911484,0.104336931,0.167666883,0.234074233,0.401915206,0.43401252,0.341985334
rbt_10_5,0.035234823,0.083385943,0.186839371,0.29410718,0.421570053,0.889648055,1.592300907,2.083259551,0.03238646,0.066451642,0.156049355,0.267656424,0.363888042,0.644307064,0.819643242,0.896025232,0.025743083,0.055100523,0.118647875,0.181284316,0.246054213,0.262320127,0.268518874,0.215695516,0.027938206,0.059749299,0.138883932,0.232549865,0.322153428,0.560518008,0.60093987,0.564313704
rbt_10_50,0.023677902,0.043590461,0.086652094,0.12813495,0.171815313,0.249492283,0.31524758,0.401915206,0.021403361,0.034453039,0.069001174,0.098538137,0.132621351,0.209724242,0.23298347,0.208673863,0.019840579,0.033247944,0.065839148,0.097997355,0.128530211,0.181811835,0.159534949,0.13311568,0.016354265,0.027114023,0.05371536,0.079894948,0.103558948,0.155854908,0.168231019,0.130068307
rbt_10_90,0.020907523,0.035738564,0.07040024,0.100640608,0.127481507,0.171461766,0.193942027,0.212036687,0.01851924,0.027882134,0.053020408,0.074557477,0.097576588,0.151418083,0.167666799,0.160766044,0.018036884,0.028411321,0.053842604,0.079488463,0.103174249,0.145852516,0.126449778,0.102497432,0.013193543,0.019992903,0.038578895,0.056380518,0.07126317,0.103946452,0.105749237,0.085613433
rbt_14_1,0.064747755,0.127157206,0.251247317,0.377060399,0.503000144,0.992029047,1.968434189,2.873455877,0.060677443,0.127416453,0.234293382,0.367093989,0.462090553,0.905764284,1.811528568,2.550929304,0.039934675,0.075640265,0.152993299,0.226852123,0.295847397,0.538773654,0.912376293,1.256237218,0.05393551,0.106879468,0.21167744,0.315247282,0.418045345,0.827785104,1.268990442,1.655568837
rbt_14_10,0.03022503,0.066717697,0.1401296,0.221035556,0.303756004,0.592396005,0.946936518,1.31574273,0.027745973,0.053280312,0.118311034,0.187540274,0.244609779,0.448013017,0.483541925,0.465533094,0.022615453,0.043788966,0.096261529,0.151052085,0.199833099,0.240607524,0.215509624,0.191271003,0.023429354,0.045861531,0.101293036,0.160662727,0.2177624,0.367634084,0.461238444,0.433260358
rbt_14_5,0.035846153,0.079894878,0.172765102,0.284403915,0.390610962,0.773966252,1.322704083,1.923010357,0.031972257,0.066699861,0.154889154,0.25405594,0.330239212,0.598064663,0.741813348,0.819643242,0.026674251,0.054678716,0.111553358,0.170642349,0.230406518,0.259058163,0.266231183,0.234733409,0.028658841,0.057614908,0.133756593,0.216630038,0.295148845,0.539937562,0.628118214,0.602388228
rbt_14_50,0.023698096,0.042573437,0.085730869,0.129865576,0.168912984,0.258522518,0.318460181,0.403863031,0.021418022,0.034890601,0.067858621,0.098266964,0.126321959,0.21167753,0.232118033,0.203741758,0.019707625,0.033814586,0.065562868,0.099637797,0.126834728,0.181811802,0.169370755,0.150415908,0.0172111,0.02682885,0.053178308,0.079869404,0.10174653,0.15336887,0.151785813,0.121296088
rbt_14_90,0.021257752,0.035723231,0.069693657,0.103131665,0.12722198,0.171109643,0.190978737,0.184768054,0.018339903,0.02839196,0.052685185,0.075366663,0.096895826,0.150687875,0.165666785,0.156342217,0.017941092,0.028652287,0.053519848,0.078465534,0.102078898,0.147400467,0.138116701,0.119555817,0.012872872,0.019787175,0.038543195,0.055876435,0.070899368,0.098771695,0.104686424,0.083917814
rbt_17_1,0.042015308,0.080772567,0.158022169,0.233200634,0.300831679,0.570756058,1.045987904,1.552739576,0.034701704,0.078219988,0.129261159,0.222016931,0.227678564,0.418745389,0.724611952,0.859075532,0.027574572,0.057774688,0.114099074,0.16243734,0.206093186,0.378774392,0.608250677,0.825052556,0.032958614,0.05942265,0.119270556,0.172170172,0.210785027,0.395555382,0.700255103,0.874094547
rbt_17_10,0.028741229,0.057681404,0.119957396,0.181021883,0.231687855,0.439351868,0.726718307,0.886494173,0.025876329,0.052321308,0.096261539,0.161388796,0.176422881,0.298318854,0.352100402,0.332435204,0.020940795,0.04342387,0.088555158,0.134476166,0.170875764,0.253027538,0.208152544,0.18517867,0.023392085,0.043651338,0.089634713,0.13122898,0.171933447,0.284727988,0.337370079,0.332877735
rbt_17_5,0.03226524,0.066896196,0.136607151,0.20990015,0.266231183,0.507081135,0.862037754,1.231483112,0.02818707,0.0617567,0.11100849,0.188672553,0.199354967,0.35409511,0.463805543,0.449624316,0.023209648,0.049591574,0.100519151,0.138269423,0.185728924,0.276845117,0.315645406,0.238997225,0.026600455,0.049660526,0.101953968,0.148981606,0.189962857,0.336009537,0.409150738,0.424433085
rbt_17_50,0.023429355,0.043567658,0.08333041,0.125686895,0.159230091,0.242239612,0.295847572,0.337370079,0.020303033,0.035667177,0.063224897,0.097805652,0.117091919,0.190978774,0.21078516,0.199355047,0.018635202,0.033416821,0.064697528,0.095782092,0.123209079,0.179591412,0.167779351,0.149605774,0.016580967,0.026470907,0.051768738,0.075275896,0.096113506,0.146450644,0.156146919,0.120593949
rbt_17_90,0.02110343,0.03527462,0.068697785,0.101170062,0.122544725,0.17134425,0.191711065,0.100156745,0.017637305,0.028515018,0.049278761,0.074847655,0.089506323,0.141397716,0.156832609,0.149784999,0.016595276,0.028340464,0.052997926,0.076403165,0.100478761,0.141718335,0.140602442,0.131297884,0.012894787,0.019851603,0.03788894,0.054275127,0.068006319,0.098267002,0.102750202,0.081034434
rbt_20_1,0.027994526,0.053359897,0.093454625,0.129596211,0.159840875,0.306361661,0.570756058,0.537615332,0.024226293,0.053428322,0.082559817,0.144170183,0.131366842,0.241537317,0.411169671,0.499982251,0.019956184,0.043146552,0.083469486,0.118591606,0.140840072,0.270846294,0.452882552,0.573374112,0.023535221,0.043628466,0.08085094,0.113271911,0.14492239,0.278386594,0.459542562,0.393067701
rbt_20_10,0.027429357,0.050068328,0.095635493,0.137282342,0.158825404,0.251500135,0.41804552,0.46990825,0.023333132,0.048941105,0.075846834,0.129462022,0.125940143,0.209548321,0.258522451,0.269968854,0.019380663,0.040101246,0.074758122,0.109071201,0.132270461,0.231473283,0.219869134,0.185728958,0.021812335,0.03810841,0.071040397,0.098732687,0.135130369,0.227886207,0.27900797,0.287016274
rbt_20_5,0.027321434,0.051768712,0.091538317,0.141397696,0.163073159,0.262320196,0.454529339,0.618790055,0.022650279,0.05119622,0.079061083,0.136458041,0.129261192,0.222017029,0.298675167,0.343394447,0.019715389,0.042522733,0.077733563,0.112557918,0.135717215,0.246296683,0.290687365,0.264540887,0.022714078,0.042050654,0.078244488,0.114255551,0.137584549,0.247761291,0.341052023,0.315645406
rbt_20_50,0.022813577,0.039319153,0.07409341,0.103131676,0.132551,0.181284382,0.239914706,0.309395028,0.018835982,0.036543071,0.057748017,0.091874736,0.101293015,0.15862383,0.173967412,0.17543241,0.017510062,0.031984538,0.062388609,0.088649347,0.112761005,0.168684982,0.16097305,0.146880817,0.016337155,0.027125775,0.047355777,0.065683434,0.087044278,0.127872708,0.142363974,0.120361653
rbt_20_90,0.020699775,0.035125922,0.066824694,0.088586521,0.107154376,0.152899798,0.190107346,0.20937287,0.01616392,0.029369266,0.046823597,0.073203864,0.082045021,0.123391499,0.140365633,0.136981479,0.016087984,0.027601985,0.051736588,0.074159357,0.096113488,0.129663477,0.132200516,0.115256424,0.012591477,0.019250822,0.036026975,0.049346857,0.060928877,0.083330389,0.094478908,0.082587111
rbt_7_1,0.101787915,0.199833059,0.406489524,0.600940231,0.796149819,1.515096421,2.717295313,4.032111738,0.116491681,0.221427053,0.457859106,0.679323828,0.896026035,1.798496457,3.378264248,4.385811024,0.058016045,0.109982906,0.21909827,0.312880051,0.439351868,0.889648055,1.249956252,2.577226595,0.092761091,0.189387232,0.374238191,0.558015785,0.714260205,1.141512115,2.777677473,4.098209492
rbt_7_10,0.030203129,0.063256908,0.139270917,0.225420437,0.322569407,0.642651219,1.016225049,1.351303873,0.02792575,0.05169382,0.123574552,0.191564239,0.272321662,0.469908471,0.517580127,0.50503316,0.022446918,0.045568961,0.095745437,0.153368893,0.202915037,0.237183437,0.200313571,0.186979321,0.024160752,0.046718611,0.104380494,0.168004882,0.23233391,0.393068164,0.369263401,0.252771833
rbt_7_5,0.035484904,0.080022778,0.181547676,0.289007067,0.419448132,0.871049789,1.582223404,2.049108945,0.032517061,0.068982106,0.168117775,0.275320694,0.363888174,0.631290813,0.822339342,0.899248228,0.027279698,0.055344512,0.117366732,0.185453371,0.244131983,0.25666442,0.237183268,0.210076619,0.028570418,0.058862995,0.141798717,0.234733464,0.318054929,0.539937853,0.49503186,0.371457779
rbt_7_50,0.023662216,0.042924332,0.086832683,0.12619451,0.16834433,0.256928395,0.301557696,0.37479967,0.021191091,0.033980059,0.070360623,0.100478812,0.13234055,0.213850544,0.231687963,0.208848188,0.021578878,0.033641676,0.065271876,0.099479226,0.129596311,0.182875869,0.142121259,0.114307857,0.016607408,0.026912618,0.053982144,0.080929524,0.103816987,0.155660824,0.160973154,0.121061154
rbt_7_90,0.021174935,0.035510125,0.069810469,0.101995668,0.132270566,0.176547563,0.185316073,0.21403372,0.018314385,0.027860399,0.054499967,0.074115419,0.098732745,0.153368893,0.165996869,0.160045658,0.01810351,0.028073146,0.053337179,0.080022848,0.102037297,0.146622492,0.113067109,0.120652193,0.012894794,0.020870878,0.038543228,0.056114786,0.070919536,0.10321692,0.103601896,0.084513651
ssca2_s20_i0.1_u0.1_l10_p10,0.022699653,0.02698233,0.033510895,0.031906992,0.033221432,0.028724725,0.022076235,0.020829135,0.022282845,0.02630656,0.02968312,0.030486736,0.032009121,0.03070014,0.030802272,0.032403271,0.022362579,0.028691757,0.030583714,0.031882576,0.033349957,0.032281931,0.032542473,0.033349952,0.022211575,0.026886564,0.030442192,0.031773167,0.033265639,0.032025529,0.032807255,0.033989296
ssca2_s20_i0.1_u0.1_l10_p20,0.019425849,0.022370581,0.027058258,0.028123664,0.027495737,0.024356128,0.020071563,0.019080393,0.01886442,0.021738373,0.023973081,0.024607863,0.023956999,0.02638152,0.024641822,0.026886566,0.019103722,0.022201715,0.024800724,0.025700761,0.026651525,0.026166139,0.026267867,0.028459846,0.01906148,0.022134878,0.024712466,0.025619114,0.026563735,0.026334279,0.02601637,0.026350934
ssca2_s20_i0.1_u0.1_l10_p5,0.023586304,0.029982159,0.033434697,0.034934494,0.040962026,0.029393444,0.022903458,0.021080297,0.024067701,0.030974007,0.032919571,0.034198524,0.035789723,0.03401241,0.036747201,0.035713031,0.023950106,0.030893625,0.036479091,0.035324461,0.039000188,0.035631586,0.035856455,0.037547494,0.024056121,0.029197758,0.036931779,0.035249747,0.0371072,0.037689011,0.03588734,0.039674846
ssca2_s20_i0.1_u0.1_l20_p10,0.022872029,0.026985241,0.030681305,0.033573902,0.034405625,0.028810795,0.022213548,0.021770553,0.022302726,0.026314868,0.029507939,0.030639938,0.030050637,0.032525534,0.031054814,0.032369707,0.022324635,0.026631646,0.030523964,0.031919211,0.036618025,0.032298612,0.03254247,0.034114526,0.022552212,0.02851503,0.033150943,0.034325316,0.033256786,0.031797413,0.032095425,0.03337667
ssca2_s20_i0.1_u0.1_l20_p20,0.019447003,0.022410687,0.027178867,0.028199799,0.0266033,0.024394146,0.019527512,0.019937093,0.018887221,0.023265822,0.023977676,0.024590917,0.025444402,0.024641822,0.02462483,0.023686875,0.019092048,0.022174141,0.02474671,0.025671725,0.026611801,0.025540587,0.02610057,0.027061188,0.019250825,0.022286816,0.024800715,0.026837488,0.02596502,0.025790908,0.025857599,0.026317641
ssca2_s20_i0.1_u0.1_l20_p5,0.02594616,0.029331369,0.03336776,0.038483877,0.036768828,0.030832666,0.022097698,0.021717597,0.024056125,0.02883738,0.031170979,0.034217253,0.035789727,0.03421257,0.03455304,0.03551012,0.023913455,0.029018137,0.033732458,0.038430631,0.037223236,0.036866427,0.038963724,0.037689018,0.025269509,0.02913651,0.033582919,0.035274623,0.037118227,0.035682452,0.037178949,0.037774442
ssca2_s20_i0.1_u0.1_l5_p10,0.022844855,0.026947424,0.033354404,0.031906989,0.033212601,0.028870684,0.022370582,0.02175161,0.021975321,0.026334273,0.029459256,0.033164134,0.03196819,0.030696372,0.030920373,0.031744915,0.022336602,0.026671423,0.030591196,0.031596467,0.033015221,0.032302785,0.032495938,0.033323281,0.022546109,0.02671703,0.032984728,0.031846019,0.035027498,0.032037838,0.032751375,0.033966203
ssca2_s20_i0.1_u0.1_l5_p20,0.020502847,0.022128992,0.024649105,0.02571397,0.026577846,0.024363242,0.020167088,0.019379164,0.018898641,0.021757286,0.022983472,0.024607857,0.025338663,0.024294583,0.026306561,0.024403676,0.019175517,0.022195793,0.024624824,0.025690188,0.026657199,0.025905826,0.026111471,0.026434517,0.020186629,0.022249129,0.024800716,0.025637496,0.0265468,0.025841556,0.027547241,0.026765655
ssca2_s20_i0.1_u0.1_l5_p5,0.024590911,0.029129713,0.036779638,0.035409519,0.039232769,0.030874546,0.02373184,0.021593781,0.023725083,0.028817431,0.032811552,0.03407732,0.035918277,0.034156471,0.03437723,0.03834221,0.025039184,0.02899121,0.033501904,0.035309493,0.03720661,0.03576412,0.036214864,0.039518054,0.024242747,0.028658856,0.033737004,0.035359436,0.037145796,0.035692633,0.035861599,0.037217688
ssca2_s20_i0.1_u0.5_l10_p20,0.024249798,0.030535137,0.029619806,0.024996617,0.02179712,0.017014304,0.009600275,0.008814921,0.022416713,0.027149346,0.031105037,0.032120156,0.033705161,0.033614519,0.033120188,0.035160504,0.022054802,0.026964856,0.03144543,0.033492923,0.038436528,0.034919847,0.037785849,0.035269635,0.02416074,0.027969476,0.031837898,0.033448111,0.038359854,0.034268837,0.032348754,0.033336601
ssca2_s20_i0.1_u0.5_l20_p20,0.024000692,0.02782627,0.029546296,0.024751605,0.021668654,0.016312643,0.009744348,0.008736982,0.02241873,0.027143459,0.031120535,0.032665785,0.033998539,0.033750676,0.033632619,0.035071725,0.022939186,0.028877354,0.034325313,0.033381125,0.034998075,0.034973595,0.034983383,0.034533947,0.023098148,0.027950722,0.031931442,0.032854679,0.034721007,0.036844695,0.036188658,0.033332168
ssca2_s20_i0.1_u0.5_l5_p20,0.024245094,0.028168019,0.034529167,0.025054236,0.021948303,0.016230031,0.009355257,0.008536492,0.02343814,0.027134614,0.031163201,0.032712797,0.034035561,0.033732451,0.03365525,0.033278919,0.02205675,0.026956135,0.031544631,0.033479469,0.034973586,0.033855796,0.034983376,0.03716236,0.022972907,0.027807694,0.032091293,0.033533356,0.038137483,0.034278239,0.034217246,0.0337279
ssca2_s20_i0.5_u0.1_l10_p10,0.022414713,0.026375954,0.032369713,0.031178759,0.035815371,0.027742902,0.022223425,0.02008769,0.021856207,0.025809548,0.029038365,0.030007357,0.0311438,0.03005064,0.030028983,0.03128019,0.023013099,0.025892418,0.029828337,0.031147682,0.032644462,0.032323673,0.029331373,0.032542474,0.022109428,0.025927328,0.029885391,0.033791742,0.034105224,0.031390168,0.031676545,0.032390685
ssca2_s20_i0.5_u0.1_l10_p20,0.018977542,0.021808529,0.0242005,0.024971648,0.025798882,0.023361477,0.019004954,0.018153451,0.018224926,0.020944312,0.023289668,0.023918035,0.024632112,0.023806428,0.023860962,0.02397768,0.018686737,0.02148798,0.026248548,0.024813019,0.025472913,0.026950321,0.025061771,0.027601999,0.018794915,0.021655506,0.024002993,0.024697803,0.028244398,0.025029151,0.025036671,0.025650643
ssca2_s20_i0.5_u0.1_l10_p5,0.02325284,0.027650844,0.031552603,0.032897918,0.031972282,0.028586767,0.021441914,0.020160587,0.023961587,0.027029002,0.030677536,0.03178933,0.036420641,0.034017048,0.032319492,0.033860393,0.022683173,0.029266125,0.031327223,0.032837415,0.034567372,0.033314397,0.033755231,0.037643615,0.02294761,0.027315477,0.031323297,0.032648718,0.034386691,0.033067624,0.034105217,0.034822572
ssca2_s20_i0.5_u0.1_l20_p10,0.02225111,0.026431721,0.029992948,0.032742792,0.032352946,0.027420338,0.02166114,0.020784105,0.021894485,0.025732499,0.028698338,0.029609288,0.031291929,0.030054247,0.028330828,0.031640453,0.02192713,0.02592463,0.029892528,0.032751372,0.032618897,0.031496942,0.031837905,0.034663231,0.021938676,0.026032616,0.032403268,0.031085702,0.032223667,0.031307604,0.03157252,0.032867633
ssca2_s20_i0.5_u0.1_l20_p20,0.01880057,0.021588184,0.023963879,0.027149346,0.025753701,0.023601887,0.019453053,0.018085161,0.018408779,0.021165965,0.023244186,0.0238564,0.024593332,0.023754392,0.023704838,0.024207535,0.018725931,0.021608712,0.024088571,0.024926835,0.025836216,0.027002724,0.025879008,0.027471562,0.018191761,0.021563977,0.023729586,0.024610276,0.025553632,0.025089441,0.025006621,0.02605975
ssca2_s20_i0.5_u0.1_l20_p5,0.023309204,0.027492711,0.034856556,0.032902239,0.038033046,0.02929699,0.021173136,0.020359249,0.022734736,0.027105189,0.030734099,0.031736849,0.033323269,0.031850065,0.032165615,0.033864965,0.022772018,0.027232159,0.031260625,0.032824476,0.035902802,0.033336607,0.033278916,0.034682458,0.024135086,0.027360317,0.031323295,0.032717081,0.037854515,0.033718803,0.033341053,0.034851696
ssca2_s20_i0.5_u0.1_l5_p10,0.021502769,0.026412171,0.030000143,0.031159317,0.032054264,0.026979408,0.021239694,0.020053842,0.021865757,0.025608605,0.028977767,0.02991757,0.033632612,0.03003619,0.030364534,0.033314393,0.022724407,0.0257272,0.029796329,0.031155434,0.032618894,0.032420075,0.030970168,0.033265629,0.022148595,0.026259579,0.029881806,0.031124401,0.032508608,0.031366525,0.029331362,0.033203772
ssca2_s20_i0.5_u0.1_l5_p20,0.019166701,0.021829486,0.024195826,0.024969165,0.028260375,0.025231255,0.019045503,0.017911533,0.01839253,0.021025337,0.023265816,0.023872344,0.024658827,0.025501498,0.023860952,0.026076061,0.018699325,0.021562124,0.024053812,0.026076068,0.025830881,0.026927108,0.024671002,0.024969163,0.018759663,0.023158061,0.026232033,0.024889613,0.025769639,0.024714906,0.025016639,0.025182962
